,id,instruments,genres,place,coordinates,is-danced,youtube-id,start-ts,end-ts,region,sub-region,main_genre,secondary_genre,sub-genre,Lyra,Cimbalom,Whistling,Floghera,Trumpet,Klarino,Flute,Laouto,Guitar,Trombone,Bass,Piano,Cello,Tambouras,Baglamas,Zournas,Kanonaki,Santouri,Violin,Voice,Accordion,Oud,Mandolin,Ney,Tsampouna,Tuba,Bassoon,Percussion,Bouzouki,Tsumbus
66,apopse-ta-mesanychta,"['Voice', 'Violin', 'Santouri', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Nisiotiko', 'Euboean']",['Euboea'],38.50843106661583|24.003613925733106,yes,ozHAP8gMIY8,2699,2959,Euboea,Euboea,Traditional,Nisiotiko,Euboean,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no
67,apopse-tha-rtho-na-sta-psallo,"['Voice', 'Guitar', 'Bouzouki', 'Baglamas', 'Accordion']",['Rebetiko'],['N/A'],N/A,no,YEPmaDr_UMA,1806,2005,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
68,aprili-m-drosere,"['Voice', 'Violin', 'Santouri', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Central-Greek']",['Central-Greece'],38.87601135662379|22.319114372276747,yes,5z-ZGft2zCI,948,1190,Central-Greece,Central-Greece,Traditional,Central-Greek,Central-Greek,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no
69,aptaliko,"['Violin', 'Oud']","['Traditional', 'Mikrasiatiko']",['Asia-minor'],38.5231944247523|26.521702731335296,no,g4hypPA6D9Y,1123,1197,Asia-minor,Asia-minor,Traditional,Mikrasiatiko,Mikrasiatiko,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
70,aptalikos,"['Voice', 'Violin', 'Santouri', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Mikrasiatiko']",['Asia-minor'],38.5231944247523|26.521702731335296,yes,5z-ZGft2zCI,5545,5675,Asia-minor,Asia-minor,Traditional,Mikrasiatiko,Mikrasiatiko,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no
71,arachova-salona,"['Violin', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Central-Greek']",['Central-Greece'],38.87601135662379|22.319114372276747,yes,G9DwnuVgsVs,6210,6285,Central-Greece,Central-Greece,Traditional,Central-Greek,Central-Greek,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no
72,aradeo,"['Voice', 'Percussion', 'Guitar', 'Bass', 'Accordion']","['Traditional', 'Southern-Italian']",['Southern-Italy'],37.4956965444923|14.488217381442661,yes,fooYiNew79E,5786,6072,Southern-Italy,Southern-Italy,Traditional,Southern-Italian,Southern-Italian,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no
73,arakne-tarantela,"['Voice', 'Percussion', 'Mandolin', 'Guitar']","['Traditional', 'Southern-Italian']",['Southern-Italy'],37.4956965444923|14.488217381442661,yes,l2gUntzxeVc,2523,2780,Southern-Italy,Southern-Italy,Traditional,Southern-Italian,Southern-Italian,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no
74,arap-saz-semaisi,"['Percussion', 'Oud', 'Klarino', 'Guitar', 'Bass']","['Traditional', 'Mikrasiatiko']",['Asia-minor'],38.5231944247523|26.521702731335296,no,g4hypPA6D9Y,3601,3726,Asia-minor,Asia-minor,Traditional,Mikrasiatiko,Mikrasiatiko,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no
75,arap-sousta,"['Violin', 'Percussion', 'Oud', 'Klarino', 'Kanonaki']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Chios']",38.42426026626016|26.058525334235867,yes,J-PqcxTXtp4,4464,4716,Aegean-sea,Chios,Traditional,Nisiotiko,Aegean,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,no
76,arap-sousta-amorgou,"['Violin', 'Santouri', 'Laouto']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Amorgos']",36.85473066390222|25.91687794376989,no,jpktBKou-_E,746,780,Aegean-sea,Amorgos,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no
77,arapiko-louloudi,"['Voice', 'Piano', 'Guitar', 'Bouzouki', 'Bass', 'Accordion']",['Rebetiko'],['N/A'],N/A,no,tzCMruLs9bM,447,644,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
78,archangelitikos,"['Voice', 'Lyra', 'Laouto']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Rhodes']",36.2575388880633|28.015701472634944,no,4mMJSlECbh4,3328,3611,Aegean-sea,Rhodes,Traditional,Nisiotiko,Aegean,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
79,are-mou-ridineddha,"['Voice', 'Percussion', 'Mandolin', 'Guitar', 'Bass', 'Accordion']","['Traditional', 'Southern-Italian', 'Polyphonic']",['Southern-Italy'],37.4956965444923|14.488217381442661,no,k_U5rTSHIMo,43,341,Southern-Italy,Southern-Italy,Traditional,Southern-Italian,Polyphonic,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no
80,are-mou-rindineddha-mou,"['Voice', 'Violin', 'Mandolin', 'Guitar', 'Accordion']","['Traditional', 'Southern-Italian', 'Polyphonic']",['Southern-Italy'],37.4956965444923|14.488217381442661,yes,l2gUntzxeVc,44,254,Southern-Italy,Southern-Italy,Traditional,Southern-Italian,Polyphonic,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no
81,argon-tik,"['Percussion', 'Lyra']","['Traditional', 'Pontian']",['Pontus'],40.98830222241354|39.727075504282254,yes,VmaUraZpvI8,2838,2993,Pontus,Pontus,Traditional,Pontian,Pontian,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
82,argyroula,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Peloponnesian']",['Peloponnese'],37.200485993306756|22.362045452582027,yes,6bLFhgwoKsY,5108,5226,Peloponnese,Peloponnese,Traditional,Peloponnesian,Peloponnesian,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
83,aristeidis,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Central-Greek', 'Arvanitic']",['Central-Greece'],38.87601135662379|22.319114372276747,yes,GIOAt5GHt3I,5831,5963,Central-Greece,Central-Greece,Traditional,Central-Greek,Arvanitic,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
84,arkadiani-2,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Peloponnesian']","['Peloponnese', 'Arcadia']",37.521613336357674|22.372682419794433,yes,o4XzhbCL0QM,4455,4654,Peloponnese,Arcadia,Traditional,Peloponnesian,Peloponnesian,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
85,aroma,['Voice'],"['Traditional', 'Nisiotiko', 'Cretan']",['Crete'],35.19124573828352|25.024171535651924,no,fooYiNew79E,3353,3453,Crete,Crete,Traditional,Nisiotiko,Cretan,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
86,arrostisa-sta-xena-markos-vamvakaris,"['Voice', 'Guitar', 'Bouzouki', 'Baglamas', 'Accordion']",['Rebetiko'],['N/A'],N/A,no,L3fe3KGksU8,2484,2674,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
87,artemonas,"['Voice', 'Violin', 'Santouri', 'Percussion', 'Laouto', 'Guitar']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Sifnos']",36.983851358131275|24.709400725229422,yes,5z-ZGft2zCI,3960,4074,Aegean-sea,Sifnos,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no
88,arvanitiko,"['Violin', 'Percussion', 'Laouto']","['Traditional', 'Central-Greek', 'Arvanitic']",['Central-Greece'],38.87601135662379|22.319114372276747,yes,8gH9iexkXME,4347,4489,Central-Greece,Central-Greece,Traditional,Central-Greek,Arvanitic,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no
89,arvanitiko-2,"['Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic', 'Arvanitic']",['Epirus'],39.66608483034404|20.826263473906028,no,ifRo_Z05kuQ,1329,1515,Epirus,Epirus,Traditional,Epirotic,Arvanitic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no
90,arvanitovlachiko-vaios-malliaras,"['Violin', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Epirotic', 'Arvanitic', 'Vlachic']","['Epirus', 'Metsovo']",39.77279687831799|21.180210833893486,yes,G9DwnuVgsVs,1839,1931,Epirus,Metsovo,Traditional,Epirotic,Vlachic,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no
91,as-chamilonan-ta-vouna-2,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Macedonian']",['Macedonia'],40.910884328073564|23.22153108200181,yes,5z-ZGft2zCI,2945,3069,Macedonia,Macedonia,Traditional,Macedonian,Macedonian,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
92,as-to-cheraki-sou,"['Voice', 'Guitar', 'Bass', 'Accordion']","['Newer', 'Urban-light']",['N/A'],N/A,no,VrnG_gxNwH8,6011,6320,N/A,N/A,Newer,Urban-light,Urban-light,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no
93,as-tragoudiso-ki-as-charo,"['Voice', 'Violin', 'Santouri', 'Laouto']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Icaria']",37.600502446388|26.159290600739173,no,Zy8tjrTf4sg,4174,4338,Aegean-sea,Icaria,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no
94,asimenia-alysida,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic']","['Epirus', 'Pogoni']",39.957398151152326|20.502372173521454,yes,ifRo_Z05kuQ,2596,2716,Epirus,Pogoni,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
95,aska-kaleddha-mou-2,"['Voice', 'Violin', 'Guitar']","['Traditional', 'Southern-Italian']",['Southern-Italy'],37.4956965444923|14.488217381442661,yes,l2gUntzxeVc,1133,1330,Southern-Italy,Southern-Italy,Traditional,Southern-Italian,Southern-Italian,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
96,aspra-mou-poulia,['Voice'],"['Traditional', 'Sarakatsani']",['N/A'],N/A,no,FXS9jCtkFLk,600,738,N/A,N/A,Traditional,Sarakatsani,Sarakatsani,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
97,aspra-mou-poulia-2,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic']",['Epirus'],39.66608483034404|20.826263473906028,yes,8gH9iexkXME,4488,4732,Epirus,Epirus,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
98,astasiara-nou-ntournii-apopse-den-koimithika-metsovitikos,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic', 'Vlachic']","['Epirus', 'Metsovo']",39.77279687831799|21.180210833893486,yes,wFOvhBpFM1o,2717,2925,Epirus,Metsovo,Traditional,Epirotic,Vlachic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
99,astero,"['Voice', 'Guitar', 'Bouzouki']",['Rebetiko'],['N/A'],N/A,no,vd8WTrc12Uo,6435,6617,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no
100,ataris,"['Voice', 'Percussion', 'Oud', 'Lyra']","['Traditional', 'Mikrasiatiko']","['Asia-minor', 'Smyrni']",38.40759370339183|27.149200099431013,yes,-YUXPO1BSRw,2747,2921,Asia-minor,Smyrni,Traditional,Mikrasiatiko,Mikrasiatiko,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no
101,ateleioto,"['Piano', 'Guitar', 'Bouzouki', 'Bass', 'Accordion']",['Laiko'],['N/A'],N/A,no,zkoqg3VRVLA,5995,6073,N/A,N/A,Laiko,Laiko,Laiko,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no
102,atsapat-serra,"['Percussion', 'Lyra']","['Traditional', 'Pontian']",['Pontus'],40.98830222241354|39.727075504282254,yes,VmaUraZpvI8,5956,6237,Pontus,Pontus,Traditional,Pontian,Pontian,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
103,aziza,"['Violin', 'Percussion', 'Oud', 'Klarino', 'Guitar', 'Bass']","['Traditional', 'Arabic']",['Egypt'],31.20460962212675|30.20573320844952,no,g4hypPA6D9Y,3178,3368,Egypt,Egypt,Traditional,Arabic,Arabic,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no
104,aziza-2,"['Voice', 'Percussion', 'Oud', 'Ney', 'Kanonaki', 'Bass']","['Traditional', 'Arabic']",['Egypt'],31.20460962212675|30.20573320844952,no,k_U5rTSHIMo,3272,3505,Egypt,Egypt,Traditional,Arabic,Arabic,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,yes,no,yes,no,no,no,yes,no,no
105,baino-mes-st-abeli-berati,"['Voice', 'Violin', 'Percussion', 'Laouto']","['Traditional', 'Thessalic']",['Thessaly'],39.57905217840133|22.421756857721853,yes,5z-ZGft2zCI,2537,2657,Thessaly,Thessaly,Traditional,Thessalic,Thessalic,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
106,bairatse,"['Trumpet', 'Trombone', 'Percussion', 'Klarino', 'Accordion']","['Traditional', 'Macedonian']","['Macedonia', 'Kozani']",40.30224449405656|21.79364300779031,yes,dIqJ-N3_Tso,964,1167,Macedonia,Kozani,Traditional,Macedonian,Macedonian,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
107,balaristos-mykonou,"['Tsampouna', 'Percussion', 'Laouto']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Mykonos']",37.45388585367811|25.385311544759357,yes,5z-ZGft2zCI,4660,4822,Aegean-sea,Mykonos,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no
108,balatsos,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic']","['Epirus', 'Syrrako']",39.59709819947839|21.123307489736774,yes,niplI7Bv-30,5119,5420,Epirus,Syrrako,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
109,baletes,"['Violin', 'Guitar', 'Accordion']","['Traditional', 'Nisiotiko', 'Ionian']","['Ionian-sea', 'Corfu']",39.65199074735927|19.832436424805493,yes,t60GoECE0p8,5501,5588,Ionian-sea,Corfu,Traditional,Nisiotiko,Ionian,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no
110,balos,"['Violin', 'Santouri', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Nisiotiko', 'Euboean']",['Euboea'],38.50843106661583|24.003613925733106,yes,ozHAP8gMIY8,4817,4964,Euboea,Euboea,Traditional,Nisiotiko,Euboean,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no
111,balos-2,"['Violin', 'Santouri', 'Percussion', 'Laouto', 'Guitar']","['Traditional', 'Nisiotiko', 'Aegean']",['Aegean-sea'],38.5853888564289|25.564763646019834,yes,5z-ZGft2zCI,4074,4238,Aegean-sea,Aegean-sea,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no
112,balos-3,"['Voice', 'Violin', 'Santouri', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Nisiotiko', 'Aegean']",['Aegean-sea'],38.5853888564289|25.564763646019834,yes,5z-ZGft2zCI,5487,5541,Aegean-sea,Aegean-sea,Traditional,Nisiotiko,Aegean,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no
113,balos-4,"['Violin', 'Santouri', 'Laouto']","['Traditional', 'Nisiotiko', 'Aegean']",['Aegean-sea'],38.5853888564289|25.564763646019834,yes,jpktBKou-_E,2966,3245,Aegean-sea,Aegean-sea,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no
114,balos-5,"['Violin', 'Santouri', 'Laouto']","['Traditional', 'Nisiotiko', 'Aegean']",['Aegean-sea'],38.5853888564289|25.564763646019834,yes,jpktBKou-_E,4443,4542,Aegean-sea,Aegean-sea,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no
115,balos-6,"['Violin', 'Santouri', 'Laouto']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Paros']",37.059547738452586|25.18271237956369,yes,jpktBKou-_E,6195,6230,Aegean-sea,Paros,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no
116,balos-ko,"['Violin', 'Laouto']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Kos']",36.85248114414557|27.228892044478616,yes,CJ7m2WduEh8,3714,3833,Aegean-sea,Kos,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
117,barbouni-mou,"['Voice', 'Piano', 'Percussion', 'Ney', 'Laouto', 'Bass']","['Traditional', 'Nisiotiko', 'Cretan']",['Crete'],35.19124573828352|25.024171535651924,no,lBs4PyiRsIY,5428,5626,Crete,Crete,Traditional,Nisiotiko,Cretan,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no
118,barbouni-mou-thalassino,"['Voice', 'Violin', 'Santouri', 'Percussion', 'Laouto']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Lesbos']",39.23867882632123|26.256429816602346,yes,mp1pK6b1Oho,6019,6206,Aegean-sea,Lesbos,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no
119,bate-koritsia-sto-choro,"['Voice', 'Violin', 'Santouri', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Nisiotiko', 'Euboean']",['Euboea'],38.50843106661583|24.003613925733106,yes,ozHAP8gMIY8,1911,2123,Euboea,Euboea,Traditional,Nisiotiko,Euboean,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no
120,beikos,"['Piano', 'Percussion', 'Mandolin', 'Bass']","['Urban-folk', 'Mikrasiatiko']",['Asia-minor'],38.5231944247523|26.521702731335296,no,lBs4PyiRsIY,1913,2064,Asia-minor,Asia-minor,Urban-folk,Mikrasiatiko,Mikrasiatiko,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no
121,berat-kos-cheimadiotikos,"['Santouri', 'Percussion', 'Laouto', 'Guitar', 'Floghera']","['Traditional', 'Nisiotiko', 'Euboean']",['Euboea'],38.50843106661583|24.003613925733106,yes,ozHAP8gMIY8,3022,3144,Euboea,Euboea,Traditional,Nisiotiko,Euboean,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no
122,berati,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Macedonian', 'Vlachic']",['Macedonia'],40.910884328073564|23.22153108200181,yes,gMz1OBS9FlQ,6130,6426,Macedonia,Macedonia,Traditional,Macedonian,Vlachic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
123,berati-2,"['Trumpet', 'Trombone', 'Percussion', 'Klarino', 'Accordion']","['Traditional', 'Macedonian']","['Macedonia', 'Kozani']",40.30224449405656|21.79364300779031,yes,dIqJ-N3_Tso,4915,5127,Macedonia,Kozani,Traditional,Macedonian,Macedonian,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
124,berati-3,"['Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic']",['Epirus'],39.66608483034404|20.826263473906028,yes,6ZDyC-wpRXM,5303,5488,Epirus,Epirus,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no
125,berati-4,"['Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic']",['Epirus'],39.66608483034404|20.826263473906028,yes,ifRo_Z05kuQ,2873,3175,Epirus,Epirus,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no
126,beratia,"['Voice', 'Violin', 'Santouri', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Thessalic']",['Thessaly'],39.57905217840133|22.421756857721853,yes,6ZDyC-wpRXM,5670,6060,Thessaly,Thessaly,Traditional,Thessalic,Thessalic,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no
127,bir-allach,"['Voice', 'Piano', 'Guitar', 'Bouzouki', 'Bass', 'Accordion']",['Rebetiko'],['N/A'],N/A,yes,tzCMruLs9bM,4747,4984,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
128,birbilomata,"['Voice', 'Violin', 'Santouri', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Nisiotiko', 'Euboean']",['Euboea'],38.50843106661583|24.003613925733106,yes,ozHAP8gMIY8,3152,3359,Euboea,Euboea,Traditional,Nisiotiko,Euboean,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no
129,biro-gianno,"['Voice', 'Violin', 'Tsampouna', 'Percussion', 'Laouto']","['Traditional', 'Nisiotiko', 'Euboean', 'Arvanitic']",['Euboea'],38.50843106661583|24.003613925733106,yes,ozHAP8gMIY8,5890,5959,Euboea,Euboea,Traditional,Nisiotiko,Arvanitic,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no
130,bizerisa-mor-mana,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Thessalic']",['Thessaly'],39.57905217840133|22.421756857721853,yes,8gH9iexkXME,2407,2592,Thessaly,Thessaly,Traditional,Thessalic,Thessalic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
131,bochoris,"['Voice', 'Violin', 'Guitar', 'Cimbalom', 'Bass', 'Accordion']","['Traditional', 'Mikrasiatiko']","['Asia-minor', 'Smyrni']",38.40759370339183|27.149200099431013,yes,TpK-XXFl51o,5686,5828,Asia-minor,Smyrni,Traditional,Mikrasiatiko,Mikrasiatiko,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no
132,bochoris-2,"['Voice', 'Mandolin', 'Guitar', 'Bass', 'Accordion']",['Rebetiko'],['N/A'],N/A,no,VrnG_gxNwH8,1179,1466,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no
133,boemis,"['Voice', 'Guitar', 'Bouzouki']",['Rebetiko'],['N/A'],N/A,no,vd8WTrc12Uo,4723,4938,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no
